mitre_id,name,description,aliases,techniques
S0568,EVILNUM,[EVILNUM](https://attack.mitre.org/software/S0568) is fully capable backdoor that was first identified in 2018. [EVILNUM](https://attack.mitre.org/software/S0568) is used by the APT group [Evilnum](https://attack.mitre.org/groups/G0120) which has the same name.(Citation: ESET EvilNum July 2020)(Citation: Prevailion EvilNum May 2020),EVILNUM,T1033|T1041|T1047|T1070|T1070.006|T1082|T1102.003|T1105|T1112|T1218.010|T1218.011|T1518.001|T1539|T1547.001
S0156,KOMPROGO,"[KOMPROGO](https://attack.mitre.org/software/S0156) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050) that is capable of process, file, and registry management. (Citation: FireEye APT32 May 2017)",KOMPROGO,T1047|T1059.003|T1082
S0649,SMOKEDHAM,[SMOKEDHAM](https://attack.mitre.org/software/S0649) is a Powershell-based .NET backdoor that was first reported in May 2021; it has been used by at least one ransomware-as-a-service affiliate.(Citation: FireEye Shining A Light on DARKSIDE May 2021)(Citation: FireEye SMOKEDHAM June 2021),SMOKEDHAM,T1027.009|T1033|T1041|T1056.001|T1059.001|T1071.001|T1082|T1087.001|T1090.004|T1098.007|T1102|T1105|T1112|T1113|T1132.001|T1136.001|T1204.001|T1547.001|T1564.002|T1573.001|T1598.003
S1047,Mori,[Mori](https://attack.mitre.org/software/S1047) is a backdoor that has been used by [MuddyWater](https://attack.mitre.org/groups/G0069) since at least January 2022.(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: CYBERCOM Iranian Intel Cyber January 2022),Mori,T1001.001|T1012|T1070.004|T1071.001|T1071.004|T1112|T1132.001|T1140|T1218.010
S0269,QUADAGENT,[QUADAGENT](https://attack.mitre.org/software/S0269) is a PowerShell backdoor used by [OilRig](https://attack.mitre.org/groups/G0049). (Citation: Unit 42 QUADAGENT July 2018),QUADAGENT,T1008|T1012|T1016|T1027.010|T1027.011|T1033|T1036.005|T1053.005|T1059.001|T1059.003|T1059.005|T1070.004|T1071.001|T1071.004|T1112|T1132.001|T1140
S1210,Sagerunex,"[Sagerunex](https://attack.mitre.org/software/S1210) is a malware family exclusively associated with [Lotus Blossom](https://attack.mitre.org/groups/G0030) operations, with variants existing since at least 2016. Variations of [Sagerunex](https://attack.mitre.org/software/S1210) leverage non-traditional command and control mechanisms such as various web services.(Citation: Symantec Bilbug 2022)(Citation: Cisco LotusBlossom 2025)",Sagerunex,T1016|T1027.002|T1027.013|T1041|T1055.001|T1057|T1071.001|T1074.001|T1082|T1090|T1102.002|T1102.003|T1106|T1134|T1140|T1480|T1560.001|T1573.002
S0586,TAINTEDSCRIBE,[TAINTEDSCRIBE](https://attack.mitre.org/software/S0586) is a fully-featured beaconing implant integrated with command modules used by [Lazarus Group](https://attack.mitre.org/groups/G0032). It was first reported in May 2020.(Citation: CISA MAR-10288834-2.v1  TAINTEDSCRIBE MAY 2020),TAINTEDSCRIBE,T1001.003|T1008|T1018|T1027.001|T1036.005|T1057|T1059.003|T1070.004|T1070.006|T1083|T1105|T1124|T1547.001|T1560|T1573.001|T1680
S0060,Sys10,[Sys10](https://attack.mitre.org/software/S0060) is a backdoor that was used throughout 2013 by [Naikon](https://attack.mitre.org/groups/G0019). (Citation: Baumgartner Naikon 2015),Sys10,T1016|T1033|T1069.001|T1071.001|T1082|T1573.001
S9036,LP-Notes,[LP-Notes](https://attack.mitre.org/software/S9036) is a C/C++ Windows credential stealer used by [MuddyWater](https://attack.mitre.org/groups/G0069). [LP-Notes](https://attack.mitre.org/software/S9036) was named after the `lp-notes.txt` file that is used to store stolen credentials.(Citation: ESET_MuddyWater_Dec2025)  ,LP-Notes,T1027.007|T1027.013|T1056.002|T1057|T1059.001|T1074.001|T1078|T1106|T1134.001|T1140|T1560
S0067,pngdowner,"[pngdowner](https://attack.mitre.org/software/S0067) is malware used by [Putter Panda](https://attack.mitre.org/groups/G0024). It is a simple tool with limited functionality and no persistence mechanism, suggesting it is used only as a simple ""download-and-
execute"" utility. (Citation: CrowdStrike Putter Panda)",pngdowner,T1070.004|T1071.001|T1552.001
S1073,Royal,[Royal](https://attack.mitre.org/software/S1073) is ransomware that first appeared in early 2022;  a version that also targets ESXi servers was later observed in February 2023. [Royal](https://attack.mitre.org/software/S1073) employs partial encryption and multiple threads to evade detection and speed encryption. [Royal](https://attack.mitre.org/software/S1073) has been used in attacks against multiple industries worldwide--including critical infrastructure. Security researchers have identified ,Royal,T1016|T1021.002|T1046|T1057|T1059.012|T1082|T1083|T1095|T1106|T1135|T1486|T1489|T1490|T1566|T1680
S0574,BendyBear,"[BendyBear](https://attack.mitre.org/software/S0574) is an x64 shellcode for a stage-zero implant designed to download malware from a C2 server. First discovered in August 2020, [BendyBear](https://attack.mitre.org/software/S0574) shares a variety of features with [Waterbear](https://attack.mitre.org/software/S0579), malware previously attributed to the Chinese cyber espionage group [BlackTech](https://attack.mitre.org/groups/G0098).(Citation: Unit42 BendyBear Feb 2021)",BendyBear,T1001.001|T1012|T1027.013|T1027.014|T1105|T1106|T1124|T1140|T1497.003|T1571|T1573.001
S9010,GlassWorm,[GlassWorm](https://attack.mitre.org/software/S9010) is a worm that propagated through supply chain attacks by compromising repository credentials from victim environments and having malicious payloads added to those compromised accounts for distribution to victims across the various development ecosystems.(Citation: Koi Glassworm InvisibleCode October 2025)(Citation: Aikido GlassWorm October 2025)(Citation: Socket GlassWorm January 2026)   [GlassWorm](https://attack.mitre.org/software/S9010) ha,GlassWorm,T1005|T1008|T1027.013|T1027.018|T1036|T1059.002|T1059.007|T1071.001|T1074.001|T1082|T1090.001|T1102.001|T1105|T1124|T1140|T1195.001|T1213.003|T1213.006|T1217|T1480|T1518|T1539|T1543.001|T1547.001|T1554|T1555.001|T1555.003|T1560.001|T1564.003|T1565.002|T1571|T1602.002|T1614|T1614.001|T1657|T1678
S0022,Uroburos,[Uroburos](https://attack.mitre.org/software/S0022) is a sophisticated cyber espionage tool written in C that has been used by units within Russia's Federal Security Service (FSB) associated with the [Turla](https://attack.mitre.org/groups/G0010) toolset to collect intelligence on sensitive targets worldwide. [Uroburos](https://attack.mitre.org/software/S0022) has several variants and has undergone nearly constant upgrade since its initial development in 2003 to keep it viable after public discl,Uroburos|Snake,T1001.001|T1001.003|T1005|T1008|T1012|T1014|T1027.002|T1027.009|T1027.011|T1027.013|T1036.004|T1055.001|T1057|T1059.003|T1070.004|T1071.001|T1071.003|T1071.004|T1082|T1083|T1090.003|T1095|T1104|T1105|T1106|T1112|T1132.002|T1140|T1205|T1543.003|T1559|T1564.005|T1572|T1573.001|T1573.002|T1620
S0455,Metamorfo,[Metamorfo](https://attack.mitre.org/software/S0455) is a Latin-American banking trojan operated by a Brazilian cybercrime group that has been active since at least April 2018. The group focuses on targeting banks and cryptocurrency services in Brazil and Mexico.(Citation: Medium Metamorfo Apr 2020)(Citation: ESET Casbaneiro Oct 2019) ,Metamorfo|Casbaneiro,T1010|T1027.002|T1027.013|T1033|T1036.005|T1041|T1055.001|T1056.001|T1056.002|T1057|T1059.003|T1059.005|T1059.007|T1070|T1070.004|T1071.001|T1082|T1083|T1095|T1102.001|T1102.003|T1105|T1106|T1112|T1113|T1115|T1119|T1124|T1129|T1140|T1204.002|T1218.005|T1218.007|T1497|T1518|T1518.001|T1547.001|T1553.002|T1564.003|T1565.002|T1566.001|T1571|T1573.001|T1573.002|T1574.001|T1685
S1140,Spica,[Spica](https://attack.mitre.org/software/S1140) is a custom backdoor written in Rust that has been used by [Star Blizzard](https://attack.mitre.org/groups/G1033) since at least 2023.(Citation: Google TAG COLDRIVER January 2024) ,Spica,T1036.004|T1053.005|T1059.001|T1083|T1095|T1105|T1140|T1539|T1560
S1247,Embargo,"[Embargo](https://attack.mitre.org/software/S1247) is a ransomware variant written in Rust that has been active since at least May 2024.(Citation: Cyble Embargo Ransomware May 2024)(Citation: ESET Embargo Ransomware October 2024)  [Embargo](https://attack.mitre.org/software/S1247) ransomware operations are associated with “double extortion” ransomware activity, where data is exfiltrated from victim environments prior to encryption, with threats to publish files if a ransom is not paid.(Citation:",Embargo,T1007|T1027.013|T1053.005|T1057|T1059.003|T1068|T1070.004|T1083|T1106|T1112|T1135|T1140|T1480.002|T1486|T1489|T1490|T1543.003|T1547.001|T1569.002|T1657|T1679|T1688
S0094,Trojan.Karagany,[Trojan.Karagany](https://attack.mitre.org/software/S0094) is a modular remote access tool used for recon and linked to [Dragonfly](https://attack.mitre.org/groups/G0035). The source code for [Trojan.Karagany](https://attack.mitre.org/software/S0094) originated from Dream Loader malware which was leaked in 2010 and sold on underground forums. (Citation: Symantec Dragonfly)(Citation: Secureworks Karagany July 2019)(Citation: Dragos DYMALLOY ),Trojan.Karagany|xFrost|Karagany,T1003|T1010|T1016|T1027|T1027.002|T1033|T1049|T1055.003|T1056.001|T1057|T1059.003|T1070.004|T1071.001|T1074.001|T1082|T1083|T1105|T1113|T1497.001|T1547.001|T1555.003|T1573.002
S0234,Bandook,"[Bandook](https://attack.mitre.org/software/S0234) is a commercially available RAT, written in Delphi and C++, that has been available since at least 2007. It has been used against government, financial, energy, healthcare, education, IT, and legal organizations in the US, South America, Europe, and Southeast Asia. [Bandook](https://attack.mitre.org/software/S0234) has been used by [Dark Caracal](https://attack.mitre.org/groups/G0070), as well as in a separate campaign referred to as ""Operation ",Bandook,T1005|T1016|T1027.003|T1041|T1055.012|T1056.001|T1059|T1059.001|T1059.003|T1059.005|T1059.006|T1070.004|T1083|T1095|T1105|T1106|T1113|T1120|T1123|T1125|T1140|T1204.002|T1553.002|T1566.001|T1573.001|T1680
S0501,PipeMon,[PipeMon](https://attack.mitre.org/software/S0501) is a multi-stage modular backdoor used by [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: ESET PipeMon May 2020),PipeMon,T1008|T1016|T1027.011|T1027.013|T1036.005|T1055.001|T1057|T1082|T1095|T1105|T1106|T1112|T1124|T1129|T1134.002|T1134.004|T1140|T1518.001|T1543.003|T1547.012|T1548.002|T1553.002|T1573.001
S0519,SYNful Knock,[SYNful Knock](https://attack.mitre.org/software/S0519) is a stealthy modification of the operating system of network devices that can be used to maintain persistence within a victim's network and provide new capabilities to the adversary.(Citation: Mandiant - Synful Knock)(Citation: Cisco Synful Knock Evolution),SYNful Knock,T1205|T1556.004|T1601.001
S1182,MagicRAT,[MagicRAT](https://attack.mitre.org/software/S1182) is a remote access tool developed in C++ and exclusively used by the [Lazarus Group](https://attack.mitre.org/groups/G0032) threat actor in operations. [MagicRAT](https://attack.mitre.org/software/S1182) allows for arbitrary command execution on victim machines and provides basic remote access functionality.(Citation: Cisco MagicRAT 2022),MagicRAT,T1016|T1027.013|T1036.005|T1036.008|T1041|T1053.005|T1059.003|T1070.004|T1071.001|T1082|T1105|T1140|T1547.001
S0131,TINYTYPHON,[TINYTYPHON](https://attack.mitre.org/software/S0131) is a backdoor  that has been used by the actors responsible for the MONSOON campaign. The majority of its code was reportedly taken from the MyDoom worm. (Citation: Forcepoint Monsoon),TINYTYPHON,T1020|T1027.013|T1083|T1547.001
S0356,KONNI,"[KONNI](https://attack.mitre.org/software/S0356) is a remote access tool that security researchers assess has been used by North Korean cyber actors since at least 2014. [KONNI](https://attack.mitre.org/software/S0356) has significant code overlap with the [NOKKI](https://attack.mitre.org/software/S0353) malware family, and has been linked to several suspected North Korean campaigns targeting political organizations in Russia, East Asia, Europe and the Middle East; there is some evidence potenti",KONNI,T1005|T1016|T1027.002|T1027.013|T1033|T1036.004|T1036.005|T1041|T1048.003|T1049|T1056.001|T1057|T1059.001|T1059.003|T1059.007|T1070.004|T1071.001|T1082|T1083|T1105|T1106|T1112|T1113|T1115|T1132.001|T1134.002|T1134.004|T1140|T1204.002|T1218.011|T1543.003|T1546.015|T1547.001|T1547.009|T1548.002|T1555.003|T1560|T1566.001|T1573.001|T1680
S0098,T9000,"[T9000](https://attack.mitre.org/software/S0098) is a backdoor that is a newer variant of the T5000 malware family, also known as Plat1. Its primary function is to gather information about the victim. It has been used in multiple targeted attacks against U.S.-based organizations. (Citation: FireEye admin@338 March 2014) (Citation: Palo Alto T9000 Feb 2016)",T9000,T1016|T1033|T1082|T1113|T1119|T1120|T1123|T1124|T1125|T1518.001|T1546.010|T1560.003|T1574.001
S0430,Winnti for Linux,"[Winnti for Linux](https://attack.mitre.org/software/S0430) is a trojan, seen since at least 2015, designed specifically for targeting Linux systems. Reporting indicates the winnti malware family is shared across a number of actors including [Winnti Group](https://attack.mitre.org/groups/G0044). The Windows variant is tracked separately under [Winnti for Windows](https://attack.mitre.org/software/S0141).(Citation: Chronicle Winnti for Linux May 2019)",Winnti for Linux,T1014|T1027.013|T1071.001|T1095|T1105|T1140|T1205|T1573.001
S1113,RAPIDPULSE,[RAPIDPULSE](https://attack.mitre.org/software/S1113) is a web shell that exists as a modification to a legitimate Pulse Secure file that has been used by [APT5](https://attack.mitre.org/groups/G1023) since at least 2021.(Citation: Mandiant Pulse Secure Update May 2021),RAPIDPULSE,T1005|T1027.013|T1140|T1505.003
S0032,gh0st RAT,[gh0st RAT](https://attack.mitre.org/software/S0032) is a remote access tool (RAT). The source code is public and it has been used by multiple groups.(Citation: FireEye Hacking Team)(Citation: Arbor Musical Chairs Feb 2018)(Citation: Nccgroup Gh0st April 2018),gh0st RAT|Mydoor|Moudoor,T1012|T1055|T1056.001|T1057|T1059|T1070.004|T1082|T1095|T1105|T1106|T1112|T1113|T1129|T1132.001|T1140|T1218.011|T1543.003|T1547.001|T1568.001|T1569.002|T1573|T1573.001|T1574.001|T1685.005
S0140,Shamoon,"[Shamoon](https://attack.mitre.org/software/S0140) is wiper malware that was first used by an Iranian group known as the ""Cutting Sword of Justice"" in 2012. Other versions known as Shamoon 2 and Shamoon 3 were observed in 2016 and 2018. [Shamoon](https://attack.mitre.org/software/S0140) has also been seen leveraging [RawDisk](https://attack.mitre.org/software/S0364) and Filerase to carry out data wiping tasks. Analysis has linked [Shamoon](https://attack.mitre.org/software/S0140) with [Kwampirs]",Shamoon|Disttrack,T1012|T1016|T1018|T1021.002|T1027|T1036.004|T1053.005|T1070.006|T1071.001|T1078.002|T1082|T1105|T1112|T1124|T1134.001|T1140|T1485|T1486|T1529|T1543.003|T1548.002|T1561.002|T1569.002|T1570
S0007,Skeleton Key,[Skeleton Key](https://attack.mitre.org/software/S0007) is malware used to inject false credentials into domain controllers with the intent of creating a backdoor password. (Citation: Dell Skeleton) Functionality similar to [Skeleton Key](https://attack.mitre.org/software/S0007) is included as a module in [Mimikatz](https://attack.mitre.org/software/S0002).,Skeleton Key,T1556.001
S1021,DnsSystem,"[DnsSystem](https://attack.mitre.org/software/S1021) is a .NET based DNS backdoor, which is a customized version of the open source tool DIG.net, that has been used by [HEXANE](https://attack.mitre.org/groups/G1001) since at least June 2022.(Citation: Zscaler Lyceum DnsSystem June 2022)",DnsSystem,T1005|T1033|T1041|T1059.003|T1071.004|T1105|T1132.001|T1204.002|T1547.001
S0553,MoleNet,[MoleNet](https://attack.mitre.org/software/S0553) is a downloader tool with backdoor capabilities that has been observed in use since at least 2019.(Citation: Cybereason Molerats Dec 2020),MoleNet,T1047|T1059.001|T1059.003|T1082|T1105|T1518.001|T1547.001
S0212,CORALDECK,[CORALDECK](https://attack.mitre.org/software/S0212) is an exfiltration tool used by [APT37](https://attack.mitre.org/groups/G0067). (Citation: FireEye APT37 Feb 2018),CORALDECK,T1048.003|T1083|T1560.001
S0044,JHUHUGIT,[JHUHUGIT](https://attack.mitre.org/software/S0044) is malware used by [APT28](https://attack.mitre.org/groups/G0007). It is based on Carberp source code and serves as reconnaissance malware. (Citation: Kaspersky Sofacy) (Citation: F-Secure Sofacy 2015) (Citation: ESET Sednit Part 1) (Citation: FireEye APT28 January 2017),JHUHUGIT|Trojan.Sofacy|Seduploader|JKEYSKW|Sednit|GAMEFISH|SofacyCarberp,T1008|T1016|T1027.013|T1037.001|T1053.005|T1055|T1057|T1059.003|T1068|T1070.004|T1071.001|T1105|T1113|T1115|T1132.001|T1218.011|T1543.003|T1546.015|T1547.001|T1680
S0035,SPACESHIP,[SPACESHIP](https://attack.mitre.org/software/S0035) is malware developed by [APT30](https://attack.mitre.org/groups/G0013) that allows propagation and exfiltration of data over removable devices. [APT30](https://attack.mitre.org/groups/G0013) may use this capability to exfiltrate data across air-gaps. (Citation: FireEye APT30),SPACESHIP,T1052.001|T1074.001|T1083|T1547.001|T1547.009|T1560.003
S0657,BLUELIGHT,[BLUELIGHT](https://attack.mitre.org/software/S0657) is a remote access Trojan used by [APT37](https://attack.mitre.org/groups/G0067) that was first observed in early 2021.(Citation: Volexity InkySquid BLUELIGHT August 2021),BLUELIGHT,T1016|T1027.013|T1033|T1041|T1057|T1070.004|T1071.001|T1082|T1083|T1102.002|T1105|T1113|T1124|T1497.001|T1518.001|T1539|T1555.003|T1560|T1560.003
S0526,KGH_SPY,"[KGH_SPY](https://attack.mitre.org/software/S0526) is a modular suite of tools used by [Kimsuky](https://attack.mitre.org/groups/G0094) for reconnaissance, information stealing, and backdoor capabilities. [KGH_SPY](https://attack.mitre.org/software/S0526) derived its name from PDB paths and internal names found in samples containing ""KGH"".(Citation: Cybereason Kimsuky November 2020)",KGH_SPY,T1005|T1027.013|T1036.005|T1037.001|T1041|T1056.001|T1059.001|T1059.003|T1071.001|T1074.001|T1083|T1105|T1114.001|T1140|T1204.002|T1518|T1555|T1555.003|T1555.004|T1680
S0472,down_new, [down_new](https://attack.mitre.org/software/S0472) is a downloader that has been used by [BRONZE BUTLER](https://attack.mitre.org/groups/G0060) since at least 2019.(Citation: Trend Micro Tick November 2019),down_new,T1016|T1057|T1071.001|T1083|T1105|T1132.001|T1518|T1518.001|T1573.001|T1680
S0015,Ixeshe,[Ixeshe](https://attack.mitre.org/software/S0015) is a malware family that has been used since at least 2009 against targets in East Asia. (Citation: Moran 2013),Ixeshe,T1005|T1007|T1016|T1033|T1036.005|T1057|T1059.003|T1070.004|T1071.001|T1082|T1083|T1105|T1132.001|T1547.001|T1564.001
S0339,Micropsia,[Micropsia](https://attack.mitre.org/software/S0339) is a remote access tool written in Delphi.(Citation: Talos Micropsia June 2017)(Citation: Radware Micropsia July 2018),Micropsia,T1027.013|T1033|T1047|T1056.001|T1059.003|T1071.001|T1082|T1083|T1105|T1113|T1119|T1123|T1518.001|T1547.009|T1560.001|T1564.001
S0585,Kerrdown,[Kerrdown](https://attack.mitre.org/software/S0585) is a custom downloader that has been used by [APT32](https://attack.mitre.org/groups/G0050) since at least 2018 to install spyware from a server on the victim's network.(Citation: Amnesty Intl. Ocean Lotus February 2021)(Citation: Unit 42 KerrDown February 2019),Kerrdown,T1027.013|T1027.015|T1059.005|T1082|T1105|T1140|T1204.001|T1204.002|T1566.001|T1566.002|T1574.001
S0055,RARSTONE,[RARSTONE](https://attack.mitre.org/software/S0055) is malware used by the [Naikon](https://attack.mitre.org/groups/G0019) group that has some characteristics similar to [PlugX](https://attack.mitre.org/software/S0013). (Citation: Aquino RARSTONE),RARSTONE,T1055.001|T1083|T1095|T1105
S1240,RedLine Stealer,[RedLine Stealer](https://attack.mitre.org/software/S1240) is an information-stealer malware variant first identified in 2020.(Citation: ESET RedLine Stealer November 2024)(Citation: Proofpoint RedLine Stealer March 2020)(Citation: Splunk RedLine Stealer June 2023)  [RedLine Stealer](https://attack.mitre.org/software/S1240) is a Malware as a Service (MaaS) and was reportedly sold as either a one-time purchase or a monthly subscription service.(Citation: ESET RedLine Stealer November 2024)(Citati,RedLine Stealer,T1005|T1012|T1016|T1027.002|T1027.010|T1027.013|T1033|T1036|T1041|T1053.005|T1059.003|T1059.011|T1071.001|T1082|T1087.001|T1102|T1105|T1113|T1132.001|T1140|T1204.002|T1217|T1218.007|T1480|T1497|T1518|T1518.001|T1539|T1553.002|T1555|T1555.003|T1614|T1614.001|T1657|T1685
S0442,VBShower,"[VBShower](https://attack.mitre.org/software/S0442) is a backdoor that has been used by [Inception](https://attack.mitre.org/groups/G0100) since at least 2019. [VBShower](https://attack.mitre.org/software/S0442) has been used as a downloader for second stage payloads, including [PowerShower](https://attack.mitre.org/software/S0441).(Citation: Kaspersky Cloud Atlas August 2019)",VBShower,T1059.005|T1070.004|T1071.001|T1105|T1547.001
S1161,BPFDoor,"[BPFDoor](https://attack.mitre.org/software/S1161) is a Linux based passive long-term backdoor used by China-based threat actors. First seen in 2021, [BPFDoor](https://attack.mitre.org/software/S1161) is named after its usage of Berkley Packet Filter (BPF) to execute single task instructions. [BPFDoor](https://attack.mitre.org/software/S1161) supports multiple protocols for communicating with a C2 including TCP, UDP, and ICMP and can start local or reverse shells that bypass firewalls using ipta",BPFDoor|JustForFun|Backdoor.Linux.BPFDOOR|Backdoor.Solaris.BPFDOOR.ZAJE,T1027|T1036.009|T1036.011|T1059.004|T1070|T1070.004|T1070.006|T1205.002|T1480|T1480.002|T1564.011|T1686|T1690
S1070,Black Basta,[Black Basta](https://attack.mitre.org/software/S1070) is ransomware written in C++ that has been offered within the ransomware-as-a-service (RaaS) model since at least April 2022; there are variants that target Windows and VMWare ESXi servers. [Black Basta](https://attack.mitre.org/software/S1070) operations have included the double extortion technique where in addition to demanding ransom for decrypting the files of targeted organizations the cyber actors also threaten to post sensitive inform,Black Basta,T1007|T1018|T1027.001|T1036.004|T1036.005|T1047|T1059.001|T1059.003|T1082|T1083|T1106|T1112|T1204.002|T1222.002|T1480.002|T1486|T1490|T1491.001|T1497|T1497.001|T1529|T1543.003|T1553.002|T1622|T1680|T1688
S1151,ZeroCleare,[ZeroCleare](https://attack.mitre.org/software/S1151) is a wiper malware that has been used in conjunction with the [RawDisk](https://attack.mitre.org/software/S0364) driver since at least 2019 by suspected Iran-nexus threat actors including activity targeting the energy and industrial sectors in the Middle East and political targets in Albania.(Citation: Microsoft Albanian Government Attacks September 2022)(Citation: CISA Iran Albanian Attacks September 2022)(Citation: Mandiant ROADSWEEP August,ZeroCleare|ZEROCLEAR,T1059|T1059.001|T1068|T1070.004|T1106|T1553.002|T1561.002|T1680
S0261,Catchamas,[Catchamas](https://attack.mitre.org/software/S0261) is a Windows Trojan that steals information from compromised systems. (Citation: Symantec Catchamas April 2018),Catchamas,T1010|T1016|T1036.004|T1056.001|T1074.001|T1112|T1113|T1115|T1543.003
S0380,StoneDrill,[StoneDrill](https://attack.mitre.org/software/S0380) is wiper malware discovered in destructive campaigns against both Middle Eastern and European targets in association with [APT33](https://attack.mitre.org/groups/G0064).(Citation: FireEye APT33 Sept 2017)(Citation: Kaspersky StoneDrill 2017),StoneDrill|DROPSHOT,T1012|T1027.013|T1047|T1055|T1059.005|T1070.004|T1082|T1105|T1113|T1124|T1485|T1497|T1518.001|T1561.001|T1561.002
S0264,OopsIE,[OopsIE](https://attack.mitre.org/software/S0264) is a Trojan used by [OilRig](https://attack.mitre.org/groups/G0049) to remotely execute commands as well as upload/download files to/from victims. (Citation: Unit 42 OopsIE! Feb 2018),OopsIE,T1027|T1027.002|T1030|T1041|T1047|T1053.005|T1059.003|T1059.005|T1070.004|T1071.001|T1074.001|T1082|T1105|T1124|T1132.001|T1140|T1497.001|T1560.001|T1560.003
S0065,4H RAT,[4H RAT](https://attack.mitre.org/software/S0065) is malware that has been used by [Putter Panda](https://attack.mitre.org/groups/G0024) since at least 2007. (Citation: CrowdStrike Putter Panda),4H RAT,T1057|T1059.003|T1071.001|T1082|T1083|T1573.001
S0270,RogueRobin,[RogueRobin](https://attack.mitre.org/software/S0270) is a payload used by [DarkHydrus](https://attack.mitre.org/groups/G0079) that has been developed in PowerShell and C#. (Citation: Unit 42 DarkHydrus July 2018)(Citation: Unit42 DarkHydrus Jan 2019),RogueRobin,T1016|T1027.010|T1033|T1047|T1057|T1059.001|T1059.003|T1082|T1102.002|T1105|T1113|T1132.001|T1140|T1218.010|T1497.001|T1518.001|T1547.001|T1547.009
S0438,Attor,[Attor](https://attack.mitre.org/software/S0438) is a Windows-based espionage platform that has been seen in use since 2013. [Attor](https://attack.mitre.org/software/S0438) has a loadable plugin architecture to customize functionality for specific targets.(Citation: ESET Attor Oct 2019),Attor,T1010|T1012|T1020|T1027.013|T1036.004|T1037.001|T1041|T1053.005|T1055|T1055.004|T1056.001|T1070.004|T1070.006|T1071.002|T1074.001|T1083|T1090.003|T1105|T1106|T1112|T1113|T1115|T1119|T1120|T1123|T1129|T1218.011|T1497.001|T1543.003|T1560.003|T1564.001|T1569.002|T1573.001|T1573.002|T1680
S0243,DealersChoice,[DealersChoice](https://attack.mitre.org/software/S0243) is a Flash exploitation framework used by [APT28](https://attack.mitre.org/groups/G0007). (Citation: Sofacy DealersChoice),DealersChoice,T1059.003|T1071.001|T1203
S0390,SQLRat,[SQLRat](https://attack.mitre.org/software/S0390) is malware that executes SQL scripts to avoid leaving traditional host artifacts. [FIN7](https://attack.mitre.org/groups/G0046) has been observed using it.(Citation: Flashpoint FIN 7 March 2019),SQLRat,T1027.010|T1053.005|T1059.001|T1059.003|T1070.004|T1105|T1140|T1204.002
S0680,LitePower,[LitePower](https://attack.mitre.org/software/S0680) is a downloader and second stage malware that has been used by [WIRTE](https://attack.mitre.org/groups/G0090) since at least 2021.(Citation: Kaspersky WIRTE November 2021),LitePower,T1012|T1033|T1041|T1053.005|T1059.001|T1071.001|T1082|T1105|T1106|T1113|T1518.001|T1680
S0576,MegaCortex,[MegaCortex](https://attack.mitre.org/software/S0576) is ransomware that first appeared in May 2019. (Citation: IBM MegaCortex) [MegaCortex](https://attack.mitre.org/software/S0576) has mainly targeted industrial organizations. (Citation: FireEye Ransomware Disrupt Industrial Production)(Citation: FireEye Financial Actors Moving into OT),MegaCortex,T1055.001|T1059.003|T1083|T1106|T1112|T1134|T1140|T1218.011|T1486|T1489|T1490|T1497.001|T1531|T1561.001|T1588.003|T1685
S0142,StreamEx,"[StreamEx](https://attack.mitre.org/software/S0142) is a malware family that has been used by [Deep Panda](https://attack.mitre.org/groups/G0009) since at least 2015. In 2016, it was distributed via legitimate compromised Korean websites. (Citation: Cylance Shell Crew Feb 2017)",StreamEx,T1027|T1057|T1059.003|T1082|T1083|T1112|T1218.011|T1518.001|T1543.003
S9000,Ngrok,,Ngrok,
S0651,BoxCaon,[BoxCaon](https://attack.mitre.org/software/S0651) is a Windows backdoor that was used by [IndigoZebra](https://attack.mitre.org/groups/G0136) in a 2021 spearphishing campaign against Afghan government officials. [BoxCaon](https://attack.mitre.org/software/S0651)'s name stems from similarities shared with the malware family [xCaon](https://attack.mitre.org/software/S0653).(Citation: Checkpoint IndigoZebra July 2021),BoxCaon,T1005|T1016|T1027|T1041|T1059.003|T1074.001|T1083|T1102.002|T1105|T1106|T1547|T1567.002
S1090,NightClub,[NightClub](https://attack.mitre.org/software/S1090) is a modular implant written in C++ that has been used by [MoustachedBouncer](https://attack.mitre.org/groups/G1019) since at least 2014.(Citation: MoustachedBouncer ESET August 2023),NightClub,T1005|T1010|T1027|T1036.004|T1036.005|T1041|T1056.001|T1057|T1070.006|T1071.003|T1071.004|T1074.001|T1083|T1105|T1106|T1112|T1113|T1120|T1123|T1132.002|T1543.003
S0538,Crutch,[Crutch](https://attack.mitre.org/software/S0538) is a backdoor designed for document theft that has been used by [Turla](https://attack.mitre.org/groups/G0010) since at least 2015.(Citation: ESET Crutch December 2020),Crutch,T1005|T1008|T1020|T1025|T1036.004|T1041|T1053.005|T1071.001|T1074.001|T1102.002|T1119|T1120|T1560.001|T1567.002|T1574.001
